ID,Description,Entry_ID,Comment,Derived_Meaning_Chintang,Derived_Meaning_English,Derived_Meaning_Nepali,Expanded_Definition_English,Expanded_Definition_Nepali,alt_translation1
SN001769,forty.six,chayalis,,,,,,,छयालीस
SN001770,ninety.six,chayanabbe,,,,,,,छयानब्बे
SN001771,all; without.exception,chayapchuyup,,,,,,,सबै
SN001772,eighty.six,chayasi,,,,,,,छयासी
SN001773,a.letter,che,,,,,"Devanagari <क्ष>, the ligature of <क> + <ष>",,क्ष
SN001774,ADD,LX000489,,,,,additive,,पनि
SN001775,hard,chebekbekwa,,,,,manner of beating,,
SN001776,lightly,chebekchebek,,,,,of beating,,प्याट-प्याट
SN001777,clapping,chechup,,,,,used when clapping one's hands in order to distract or cheer up a child,,थप्परी
SN001778,around,chegalega,,,,,,,सबैतिर
SN001779,place.of.choosing; time.of.choosing,LX000490,,,,,,,छान्ने ठाउँ; छान्ने बेला
SN001780,incessantly; ecstatically; brightly,LX000491,,,,,as a manner of dancing,एकोहोरो नाच्ने तरिकाको अनुकरणात्मक शब्द,छ्याट्टै
SN001781,clattering,chek,,,,,imitation of a certain sound as of of small stones clattering against each other or of something breaking,,
SN001782,stop; prevent; hinder; obstruct; surround; bound; measure; block,LX000492,,,,,for measure: body or clothes,,छेक्नु
SN001783,naked; blank,chekchekwa,,,,,,,
SN001784,rattling; chuggling,chekchekchekwa,,,,,,,
SN001785,fluently,chekekewa,,,,,of speaking,,फटाफट
SN001786,leg.in.the.way,LX000493,,,,,refers to somebody's leg when it is in somebody else's way,,छेक्ने खुट्टा
SN001787,a.kind.of.tree,chekrumbi,,,,,a large fodder tree,,खरीको रूख
SN001788,be.blocked; be.locked.in; be.trapped,chekt,,,,,,,छेलिनु; थुनिनु
SN001789,shut; lock; lock.in; block; fence; trap,LX000494,,,,,,,छेल्नु; थुन्नु; रोक्नु
SN001790,sister,chekuma,,,,,,,दिदी-बहिनी; चेली
SN001791,a.nickname,chekure,,,,,the name of a chicken,,चेकुरे
SN001792,hide; dispel,chel,,,,,,,छेल्नु
SN001793,a.game,LX000495,"khutta 'foot' is Nepali, but neither this entry nor an equivalent seem to exist in Nepali.",,,,a game in which children twist each other's feet,,
SN001794,white.stone,chellumma,,,,,,आगो बनाउने सेतो ढुङ्गा,सेतो ढुङ्गा
SN001795,sorry; pardon; forgiveness; relief,chema,,,,,,,क्षमा
SN001796,protection,chemarakche,,,,,,छिन्ताङ राईहरुले भगवान सँग प्रर्थना गर्दा यो शब्दको प्रयोग गर्छन ्।,क्षमा-रक्षा
SN001797,floor; storey,chemba,,,,,,,तला
SN001798,money,chembi,"segmented as chen+bi in Winter's Bantawa dictionary (2003, 20)",,,,,,पैसा
SN001799,splint,LX000496,,,,,,,काम्रो
SN001800,a.deity,LX000497,,,,,god of money,,छेम्बीहाङ
SN001801,a.deity,LX000498,,,,,"according to an informant, one of the seven daughters of Budhahang",,छेम्बिहाङमा
SN001802,wealth.and.property,LX000499,,,,,,मुन्धुमी भा‌षामा धनसम्पतिलाई छेम्बिलुङखो भनिन्छ ।,धनसम्पति
SN001803,scattered,chemchem,,,,,,,छरपट्ट
SN001804,shelf,chemma,,,,,a structure made of bamboo and used for storing fodder and other things in sheds,,गोठभित्र घाँस आदि राख्नको लागि बाँसलाई टुक्रा पारेर छानाजस्तो बनाएको ठाउँ
SN001805,choose,chend,,,,,,,रोज्नु; छान्नु
SN001806,a.deity,LX000500,"This could be the etymon of the name ""Chintang"" (cf. the older form ""Chendang"").",,,,,,छेन्दाहाङ
SN001807,bracelet; bangle,LX000501,,,,,,,चुरा
SN001808,a.beer,LX000502,It's a Newari word.,,,,,,छ्याङ्
SN001809,diaphanous; transparent,LX000503,,,,,due to thinness,,
SN001810,a.kind.of.bird,LX000504,,,,,,,एक प्रकारको चरा
SN001811,a.samet,LX000505,,,,,a female samet,वालिङ राई पाछाका महिलाहरुको सामेट हो ।,छेङखामा (एउटा सामेट)
SN001812,openly; free.from.obstruction,LX000506,,,,,,,छ्याङ्ङ
SN001813,brother,LX000507,,,,,,,दाजु-भाइ
SN001814,pee; piss; urinate,chep-,,,,,,,पिसाब गर्नु
SN001815,small.bat,chepale,,,,,,,चमेरो
SN001816,much,chepchepchepwa,,,,,used for liquids e.g. for tears flowing,,धेरै
SN001817,urine,chepe,,,,,,,पिसाब
SN001818,slapping,LX000508,,,,,"imitation of the high, sharp sound produced when a flat, hard objects hits another one",,प्याट्टै
SN001819,urine; piss,chepmuwa,,,,,,,पिसाब
SN001820,taste; try,chept,,,,,taste or try food,,चाख्नु
SN001821,urinating.boy; peeing.boy,chepule,,,,,a boy who can't hold his urine or urinates more often than usual,पिसाब गरिरहने केटा,मुतुवा
SN001822,urinating.girl; peeing.girl,chepuli,,,,,a girl who can't hold her urine or urinates more often than usual,पिसाब गरिरहने केटी,मुतुवी
SN001823,have.diarrhoea,cher,,,,,,,छेर्नु
SN001824,diarrhoea,LX000509,,,,,,,छेर
SN001825,strongly,chereprepwa,,,,,of burning,,
SN001826,rainy.season,chererema,,,,,,,बर्खा
SN001827,splinter,chesko,,,,,,,छेस्को
SN001828,loss,cheti,,,,,,,क्षति
SN001829,area; place,chetra,,,,,,,छेत्र; यरिया
SN001830,pee.for.someone,chett,,,,,,,पिसाब गरिदिनु
SN001831,immediately,chettai,,,,,,,चट्ट
SN001832,a.caste,chettri,,,,,,,छेत्री
SN001833,side,cheu,,,,,,,छेउ
SN001834,border; border.area,cheukuna,,,,,,,छेउकुना
SN001835,a.ritual,chewara,,,,,tonsure ceremony performed on male children,,छेवर
SN001836,abundantly,cheyascheyasti,,,,,,,छ्यास्छ्यास्टी
SN001837,IDEOPH,chi,,,,,sound made by a kind of toy,,
SN001838,dirt,chichi,,,,,,,फोहोर
SN001839,wash,chid,,,,,,,धुनु
SN001840,wash,LX000510,,,,,"mainly used in contexts where water is used to clean dirty parts, especially dirty body parts",मुख्यगरी पानीले फोहर भाग सफा गर्ने भन्ने सन्दर्भमा आउँछ,धुनु
SN001841,lock,chidkil,language is confirmed,,,,,,छेस्कनी; चुक्कुल
SN001842,clashing,chikchik,,,,,sound of clashing marbles,,चाकाप
SN001843,colourful,chikripokri,,,,,of clothes,,छिर्कीमिर्की
SN001844,way,chilam,,,,,refers to ways in marriage and funeral rituals,बिहे र मृत्यु संस्कारमा बाटो लगाउने अर्थमा प्रयोग हुन्छ,बाटो
SN001845,wasp,chilkipmi,,,,,,,बारुलो
SN001846,a.part.of.the.loom,LX000511,,,,,,तान बुन्दा प्रयोग गर्नको लागि खिपेर बनाइएको बाँसको लट्ठी,छिम्छा
SN001847,neighbour,chimeki,,,,,,,छिमेकी
SN001848,a.samet,LX000512,,,,,'proto-clan'; it is a patrilineal kinship group larger than the clan often derived from a common ancestor.,,छिमे:मा (एउटा सामेट)
SN001849,in.two.years,LX000513,,,,,in the year after the next; in the second year after the present one,,पराघुँ; दुई बर्ष पछि
SN001850,moment,chin,,,,,,,छिन
SN001851,break,chinal,,,,,,,छिनाल्नु
SN001852,luck,chinam,"the meaning of this entry is based on hypothesis that rɨk- in \ex is 'wind up' and that 'luck winds up' yields the \exn meaning 'be bad, be unauspicious'.",,,,,,
SN001853,a.place,chinamkhu,,,,,,,छिनामखु
SN001854,pling,chinchin,,,,,describes a tinkling or jingling sound as of metal bracelets shaken together or of a musical instrument,,छिन्छिन
SN001855,in.two.days,chindayu,,,,,the day after tomorrow,,पर्सि
SN001856,a.deity,chinemchu,,,,,,राजदेउको अनुयायीहरुलाई सम्बोधन गर्ने शब्द ।,छिनेम्छु
SN001857,a.place; a.language,LX000514,,,,,the village of Chintang and the language named thereafter,,छिन्ताङ
SN001858,a.goddess,LX000515,,,,,"""Chintang goddess"", another name for Jalpa Debi",,छिन्ताङ देवी
SN001859,a.deity,LX000516,,,,,"""Chintang goddess"", another name for Jalpa Debi",,छिन्ताङ देबी
SN001860,a.deity,LX000517,,,,,,,छिन्ताङदेवी
SN001861,day.after.tomorrow,chintolen,,,,,,,पर्सि
SN001862,an.insect,chintukuluk,,,,,,,एक प्रकारको किरा
SN001863,dye; give.colour,chip,,,,,,,छिप्नु
SN001864,disgust; dislike; hate; disgusting.thing; dirt,chipma,,,,,,,घिन
SN001865,pierce; bore; go.through,chir,,,,,,,छिर्नु
SN001866,colourful,chirkemirke,,,,,,,छिर्केमिर्के
SN001867,clinking,LX000518,,,,,e.g. the sound the links of a chain produce when struck on each other,,
SN001868,be.sad,chit,,,,,,,चित्त दुख्नु; मन दुखाउनु
SN001869,sprinkle,LX000519,,,,,,,छिट्नु
SN001870,leave,LX000520,,,,,,,छोड्नु
SN001871,quick; prompt,chito,,,,,,,छिटो
SN001872,find; attend; meet,chitt,,,,,,,भेट्नु; पाउनु; पुग्नु
SN001873,find.the.time.to; have.time.for,LX000521,"shares P/T/G with embedded transitive verb, takes embedded intransitive verb as full P",,,,,,गर्न पाउनु
SN001874,wash.for.someone,LX000522,"The beneficient cannot be expressed overtly (unless -bid [BEN] is used): *Lo, abo itheŋsi wachiʔna.",,,,,,धोइदिनु; पखालिदिनु
SN001875,be.worried.about; be.sad.about,LX000523,,,,,,,मन नपराउनु; मन दुख्नु; चित्त दुख्नु
SN001876,find.the.time.to,LX000524,,,,,,,भ्याउनु
SN001877,Blyth's.reed.warbler,LX000525,,,,,acrocephalus dumetorum,,पाते फिस्टा
SN001878,dirt; disgusting.thing,LX000526,,,,,,,फोहोर
SN001879,pluck; pick; pinch,LX000527,,,,,,,टिप्नु; चिमोट्नु
SN001880,biting; pinching,LX000528,,,,,collocates with cold and ache,,
SN001881,pungent,LX000529,,,,,,,
SN001882,pluck.for.someone; pick.for.someone; pinch.for.someone,LX000530,,,,,,,टिप्नु; चिमोट्नु
SN001883,very,LX000531,,,,,collocates with fear,,
SN001884,icecold,LX000532,,,,,,,थरथर कमाउने गरि जाडो/चिसो
SN001885,drizzly; dusky,LX000533,,,,,the variant with /m/ collocates with rain or the fall of dusk; the variant with /p/ is so far only confirmed for rain,,
SN001886,tie.up.tightly,LX000534,,,,,,,बाँध्नु
SN001887,filter; sieve,LX000535,,,,,,,छान्नु
SN001888,insist,LX000536,,,,,,,जिद्दी गर्नु
SN001889,filter; sieve,LX000537,,,,,,,छान्नु
SN001890,fast; in.a.chaotic.manner,LX000538,,,,,This ideophone can also be applied to the sound of rippling water,,कलकल
SN001891,clean.of; remove; blow.out,LX000539,,,,,,,सिंगान फाल्नु
SN001892,give.goosebumps; make.hairs.stand.up; affect.by.cold,LX000540,,,,,,,कठ्याङ्रिनु
SN001893,clean.of; remove; blow.out,LX000541,,,,,"remove dirt from inside something, e.g. snot from the nose or excrements from an intestine",,(सिंगान/आन्द्रा) सिं गर्नु; सफा गर्नु
SN001894,for.a.long.time; with.a.firm.grip,LX000542,,,,,of being sick,,
SN001895,in.a.group,LX000543,,,,,sitting tightly together in a group,,
SN001896,be.pressed.down; be.squeezed,LX000544,,,,,,,थिचिनु; च्यापिनु
SN001897,press.down; squeeze; run.over; depress; worry,LX000545,,,,,,,थिच्नु; च्याप्नु; दु:ख पार्नु
SN001898,press; squeeze; crush; crowd; rub.against; push; thrust,LX000546,,,,,,,"मिच्नु (सिमाना, ठाउँ); ठेल्नु"
SN001899,tie,LX000547,,,,,,,बाँध्नु
SN001900,do.not.fit.in; be.too.big,LX000548,,,,,,,नअटाउनु
SN001901,uncle,LX000549,,,,,mother's younger brother,,काका
SN001902,hurt.like.pitching,LX000550,,,,,,,चिरिक
SN001903,young.tender.fruit,LX000551,,,,,,,चिचिला
SN001904,sickness; queasiness,LX000552,only with leŋs- as 'feel sick',,,,,,वाकवाक
SN001905,a.kind.of.gourd,LX000553,,,,,a longish gourd,,कुभिण्डो
SN001906,hush,chobou,,,,,"This word is used in various situations where a child gets afraid, such as when he falls down or is being bathed. After falling down this word is also used to call the soul of a child back (which is popularly believed to fly away on such occasions).",छिन्ताङ राई समाजमा यदि बच्चा डरायो भने कोलाउ कोलाउ भनिन्छ ।,कोलाउ कोलाउ
SN001907,leave,chod,,,,,,,छोड्नु
SN001908,incisor,LX000554,,,,,,,अगाडिको दाँत
SN001909,fat,LX000555,,,,,,,बोसो
