ID,Language_ID,Headword,Part_Of_Speech,Alternative_Pronounciation,Citation_Form,Etymology,Language,Question,Register,Regular_Allomorphs,Valency
LX001567,ctn,lapt,vi,,lapma,,C,,,lap,S-NOM(1) V-s(S)
LX001568,ctn,lapthaŋ,n,laphta,,,C,,,,
LX001569,ctn,lapthuŋma,n,lapthuŋ,,,C,,,,
laphok,ctn,laphok,n,laphokwa ; laphoʔwa ; lapho,,,C,,,,
lar,ctn,lar,vt,,laiʔma,,B/C,,,,
-lari,ctn,-lari,gm,-lara,,,C,,,,
las,ctn,las,vi,,lama,,C,,,la,S-NOM(1) V-s(S)
LX001570,ctn,las,vt,,lama,,C,,,la,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001571,ctn,las,n,,,,N,,,,
LX001572,ctn,las,n,lasu,,,C,,,,
LX001573,ctn,las,vi,,deŋsa-lama,,C,precise meaning remains to be established,,la,
-las,ctn,-las,v2,,chiʔmalama; tamalama,,C,Precise meaning remains to be established,,-la,
lasima,ctn,lasima,vt,,,,C,,ritual,,
lasimasewa,ctn,lasimasewa,n,,,,C,,ritual,,
laskar,ctn,laskar,n,,lawa laskar,,N,,,,
last,ctn,last,adj,las,,,E,,,,
lasun,ctn,lasun,n,,,,N,,,,
lasuwa,ctn,lasuwa,n,,,,C,,,,
lat,ctn,lat,vt,la,laiʔma,,C,possible G-LOC remains to be established,,lad ; laʔ ; laiʔ ; lac ; las,A-ERG P-NOM V-a(A).o(P)
LX001574,ctn,lat,vt,lar,laiʔma,,C,,,lad ; laʔ ; laiʔ ; lac ; las,A-ERG P-NOM V-a(A).o(P)
LX001575,ctn,lat,vi,,laiʔma,,C,difference to other bending verbs remains to be established,,lad ; laʔ ; lac ; las,
-lat,ctn,-lat,v2,,,,C,,,-lad ; -laʔ ; -laiʔ,
late,ctn,late,n,latte,,,N,final -e could be a nicknamer.,,,
LX001576,ctn,latimaŋ,n,,,,C,,,,
lato,ctn,lato,n,lata ; lathepri ; latt,,,N,,,lat,
latt,ctn,latt,vt,,laiʔma,,C,,,laʔ ; laiʔ ; lac ; las,A-ERG P-NOM V-a(A).o(P)
LX001577,ctn,latt,vt,,laiʔma,,C,,,laʔ ; laiʔ ; lac ; las,A-ERG O-NOM INF V-a(A).o(O); A-NOM P-INF V-a(A).o(P); A-ERG P-INF V-a(A).o(P); A-NOM P-INF V-s(A)
LX001578,ctn,latt,vt,,laiʔma,,C,,,laʔ ; laiʔ ; lac ; las,A-ERG P-NOM V-a(A).o(P)
LX001579,ctn,latt,vt,laĩʔ,laiʔma,,C,,,,A-ERG G-NOM T-NOM
LX001580,ctn,latt,vt,,laiʔma,"probably latt- 'be enough for' ('intelligence is enough for him' > 'he's intelligent enough/quite intelligent'), but the ERG on the old A (= the property) has disappeared",C,,,laʔ ; laiʔ ; lac ; las,
latte,ctn,latte,adj,,,,N,,,,
lattema,ctn,lattema,n,,,,C,,,,
latti,ctn,latti,n,lat,,,N,,,,
latto,ctn,latto,n,latta,,,N,,,,
latthi,ctn,latthi,n,lathi ; latti,,,N,,,,
latthu,ctn,latthu,adj,laʔthu,,,N,,,,
lathiba,ctn,lathiba,n,,,,C,,,,
LX001581,ctn,lathiduŋ,n,,,,C,,,,
lau,ctn,lau,vt,,launu,,N,,,la,
LX001582,ctn,lau,interj,,,,N,,,,
lauka,ctn,lauka,n,,,,N,,,,
lauri,ctn,lauri,n,lahuri ; lauhuri ; lahauri ; lauro,,,N,,,,
laurimaya,ctn,laurimaya,n,,,,N,,,,
lawa,ctn,lawa,n,laba,,,C,"this word has a narrower meaning than kheĩ, which can be used for both living and dead people and for both adults and children. Maybe lawa is more something like 'spirit', a thing that can settle in a body but is independent of it, while kheĩ is 'vital energy'?",,,
LX001583,ctn,lawa,n,,lawa laskar,,N,,,,
lawa-laka,ctn,lawa-laka,n,,,,C,,ritual,,
layak,ctn,layak,adj,laik,,,N,,,,
LX001584,ctn,laʔwa,n,lakwa,,,C,,,,
le,ctn,le,gm,leʔ ; lei ; leiʔ ; -le ; -leʔ,,,C,,,,
-le,ctn,-le,gm,,,,N,,,,
lebar,ctn,lebar,n,,,,E,,,,
lebhal,ctn,lebhal,vt; n,lebal,,,E,,,,
lecece,ctn,lecece,adv,,lececewa,,C,,,,
leceklecek,ctn,leceklecek,adv,,,,C,,,,
LX001585,ctn,lẽde,adj,lĩde,,,N,,,,
legura,ctn,legura,n,,ambira legura,,C,,ritual,,
LX001586,ctn,legurahaŋ,n,,,,C,,,,
LX001587,ctn,leĩs,vt,leis,leĩma,,C,,,leĩ ; len,
LX001588,ctn,leiʔya,gm,leʔya ; leya ; leyak ; leiyak,,,C,,,,
lek,ctn,lek,vt,,lekma,,C,,,leg,A-ERG P-NOM V-a(A).o(P)
lekci,ctn,lekci,n,,,,C/N,,,,
leki,ctn,leki,gm,lekki,,,C,,,,
leklek,ctn,leklek,n,,,,C,,,,
lekleklek,ctn,lekleklek,adv,,lekleklekwa,related to lekt 'become bald'.,C,,,,
lekt,ctn,lekt,vi,,lekma,,C,,,lek,S-NOM(1) V-s(S)
LX001589,ctn,lekt,vt,,lekma,,C,,,lek,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
LX001590,ctn,lekt,vt,,wa-lekma,,C,a possible T-ERG remains to be established,,lek,A-ERG P-NOM V-a(A).o(P)
lekto,ctn,lekto,n,,,,N/E,,,,
lektophan,ctn,lektophan,n,lektophon,,,N,,,,
lekthe,ctn,lekthe,n,lokthe ; lothe ; lotthe,,,C,,,,
lekh,ctn,lekh,vt,,lekhnu,,N,,,,
LX001591,ctn,lekh,n,lek,,,N,,,,
lekhai,ctn,lekhai,n,,,,N,,,,
lekhak,ctn,lekhak,n,,,,N,,,,
lekhali,ctn,lekhali,n,lekali ; lekhe,,,C/N,,,,
lekhan,ctn,lekhan,n,,,,N,,,,
lekhat,ctn,lekhat,n,,,,N,,,,
lelema,ctn,lelema,n,,,,C,,,,
lem,ctn,lem,n,,,,C,,,,
lemciklemcik,ctn,lemciklemcik,adv,lemcikcik,,,C,,,,
LX001592,ctn,lemcikhoŋkhoŋ,adv,,,,C,,,,
lemchok,ctn,lemchok,adv,lemchokchok ; lemchoklemchok ; lemchoʔ ; lemcɨkcɨk,,,C,,,,
lemd,ctn,lemd,vt,,lemma,,C,,,lem,A-ERG P-NOM V-a(A).o(P)
lemlem,ctn,lemlem,adv,,,,C,,,,
lemlemlem,ctn,lemlemlem,adv,,lemlemlemwa,related to lemd 'coax'.,C,,,,
lemlemma,ctn,lemlemma,n,,,,C,,,,
lemlempa,ctn,lemlempa,n,,,,C,,,,
LX001593,ctn,lemlihoiʔhoiʔ,n,ghoighoi ; lemgoidoi ; lemleghoghoi ; lemleghoighoi ; lemlegoigoi ; lemlehoihoi ; lemlemgoigoi ; lemlighoiʔghoiʔ ; lemmagoigoi ; leŋdagoigoi ; leŋlegoigoi,,,C,,,,
lemma,ctn,lemma,n,,,,C,,,,
LX001594,ctn,lempɨcɨrɨk,n,,,,C,,,,
lems,ctn,lems,vi,,lemma,,C,,,lem,S-NOM V-s(S)
lend,ctn,lend,vi,,leĩma,,C,,,leĩ ; len,S-NOM(1) V-s(S)
LX001595,ctn,lend,vt,lei,leĩma,,C,,,leĩ ; len,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
lendu,ctn,lendu,n,,,,C,,,,
lenin,ctn,lenin,n,,,,N/E,,,,
lenlenlen,ctn,lenlenlen,adv,,lenlenlenwa,,C,,,,
lentum,ctn,lentum,n,,,,C,,,,
LX001596,ctn,-leŋ,gm,,,,C,,,,
LX001597,ctn,leŋd,vt,,,,C,,,leŋ,A-ERG P-NOM V-a(A).o(P)
LX001598,ctn,leŋgos,n,leŋgois,,,C,,,,
LX001599,ctn,leŋkalem,adj,leŋkalaŋ,,,C,,,,
LX001600,ctn,leŋmɨk,n,leŋmuk,,,N,relation with leŋmok - leŋmɨk - leŋmuʔwa remains to be established,,,
LX001601,ctn,leŋmok,n,,,,C,,,,
LX001602,ctn,leŋpheŋ,adv,,,,C,,,,
LX001603,ctn,leŋs,vi,,chɨʔwa-leŋma,,C,,,leŋ,S-GEN poss(S)-EMO V-s(EMO); S-NOM poss(S)-EMO V-s(EMO)
LX001604,ctn,leŋs,vi,,leŋma,,C,,,leŋ,S-NOM(1) V-s(S)
LX001605,ctn,leŋs,vt,,leŋma,,C,,,leŋ,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001606,ctn,leŋs,vt,,leŋma,,C,,,leŋ,A-ERG G-LOC T-NOM V-a(A).o(T)
lepak,ctn,lepak,adv,,,,C,,,,
lepcakcak,ctn,lepcakcak,adv,lepcakcaʔ,lepcakcakwa,,C,,,,
lepecekcek,ctn,lepecekcek,adv,,,,C,,,,
lepjhak,ctn,lepjhak,sound,,,,C,,,,
lept,ctn,lept,vi,,lepma,,C,,,lep,S-NOM(1+2) V-s(S)
LX001607,ctn,lept,vt,,lepma,,C,,,lep,A-ERG(1) P-NOM(2) V-a(A).o(P)
lephra,ctn,lephra,n,,,,C,,,,
lephten,ctn,lephten,n,lephtinen,,,N/E,,,,
lephuk,ctn,lephuk,sound,,,,C,,,,
lereklerek,ctn,lereklerek,adv,,,,C,,,,
LX001608,ctn,lereŋge,n,,,,C,,,,
leruma,ctn,leruma,n,,,,C,,,,
les,ctn,les,vt,,lema,,C,,,le,A-ERG O-NOM INF V-a(A).o(O)
LX001609,ctn,les,vi,,lesnu,,N,,,,
LX001610,ctn,les,vt,le,lema,,B,,,,
-les,ctn,-les,vt,,dhuiʔ-lema,,C,,,-le,A-ERG P-NOM V-a(A).o(P)
let,ctn,let,vt,lei,leiʔma,,C,,,led ; leʔ ; leiʔ ; lec ; les,A-ERG O-NOM INF V-a(A).o(O); A-NOM P-INF V-a(A).o(P); A-ERG P-INF V-a(A).o(P)
LX001611,ctn,let,vt,,leiʔma,,C,,,led ; leʔ ; leiʔ ; lec ; les,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001612,ctn,let,vt,,leiʔma-tama,,C,,,led ; leʔ ; leiʔ ; lec ; les,
lett,ctn,lett,vt,,leiʔma,,C,,,leʔ ; leiʔ ; les ; lec,
LX001613,ctn,lett,vi,le,leiʔma,,C,,,leʔ ; leiʔ ; lec ; les,S-NOM(1) V-s(S)
LX001614,ctn,lett,vt,lei,leiʔma,,C,,,leʔ ; leiʔ ; lec ; les,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
letuma,ctn,letuma,n,letu,,,N,,,,
lewa,ctn,lewa,n,,,,C,,,,
LX001615,ctn,lewahaŋ,n,,,,C,,,,
LX001616,ctn,lewahaŋma,n,lewadaŋma,,,C,,,,
LX001617,ctn,leʔle,gm,leʔlek ; lelei ; leleiʔ ; lele ; leile,,,C,,,,
LX001618,ctn,leʔlɨŋ,n,leklɨŋ,,,C,,,,
LX001619,ctn,leʔwahaŋma,n,,,,C,,,,
li,ctn,li,n,,,,C,,,,
LX001620,ctn,li,vt,,linu,,N,,,le,
licci,ctn,licci,n,,,,N,,,,
licchabi,ctn,licchabi,n,,,,N,,,,
likhi,ctn,likhi,gm,likhiʔ,,,C,,,,
LX001621,ctn,likhiʔya,gm,likhiya ; likha,,,C,,,,
lila,ctn,lila,n,,,,N,,,,
lim,ctn,lim,n,,,,C,,,,
limachapma,ctn,limachapma,vi,,limachapma,,C,,ritual,,
limbu,ctn,limbu,n,Limbu,,,C,,,,
limbuwan,ctn,limbuwan,n,,,,C/N,,,,
lims,ctn,lims,vi,,limma,,C,,,lim,S-NOM V-s(S)
LX001622,ctn,lims,vi,,limma,,C,,,lim,S-NOM(1) V-s(S)
LX001623,ctn,lims,vt,,limma,,C,,,lim,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001624,ctn,liŋgo,n,,,,N,,,,
LX001625,ctn,liŋgostik,n,,,,E,,,,
lip,ctn,lip,vt,,lipnu,,N,,,,
lipmacha,ctn,lipmacha,adv,,,,C,,ritual,,
liphu,ctn,liphu,n,,,,C,,,,
lis,ctn,lis,vi,,lima,,C,,,li,S-NOM V-s(S); Theme-NOM Rheme-NOM V-s(Theme)
LX001626,ctn,lis,vi,,lima,,C,,,li,A-ERG O-NOM INF V-a(A).o(O); [A-ERG O-NOM] S-INF V-s(S); A-ERG O-NOM INF V-s(O); [S-NOM] S-INF V-s(S)
-lis,ctn,-lis,vi,,bakle-lima,,C/N,the origin of this word remains unclear; बगालिनु does exist but rather means 'flock together' - plus it has [g] and not [k].,,-li,S-NOM V-s(S)
LX001627,ctn,-lis,vi,,nabhe-lima,,C/N,,,-li,S-NOM V-s(S)
lisnu,ctn,lisnu,n,lisno,,,N,,,,
litar,ctn,litar,n,,,,E,,,,
lito,ctn,lito,n,,,,N,,,,
litt,ctn,litt,vt,,litma,,B,,,lit ; liʔ,
LX001628,ctn,liusaŋ,n,,,,N/E,,,,
liyar,ctn,liyar,n,,,,E,,,,
LX001629,ctn,lɨcɨkcɨk,adv,,lɨcɨkcɨkwa,,C,,,,
LX001630,ctn,lɨk,vi,,lɨkma,,C,,,lɨg,S-NOM V-s(S)
LX001631,ctn,lɨk,vi,luk ; lug,lɨkma,,C,,,lɨg,S-NOM V-s(S)
LX001632,ctn,-lɨk,v2,,,,C,,,-lɨg,
LX001633,ctn,lɨklɨk,adv,,lɨklɨkwa,,C,,,,
LX001634,ctn,lɨkt,vt,luk ; lukt,lɨkma,,C,,,lɨk,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001635,ctn,-lɨkt,v2,,,,C,,,,
LX001636,ctn,lɨlɨlɨ,adv,,lɨlɨlɨwa,,C,,,,
LX001637,ctn,lɨŋs,vt,,lɨŋma,,C,,,lɨŋ,A-ERG T-NOM G-LOC V-a(A).o(T)
LX001638,ctn,lɨŋwa,n,lɨũwa ; lɨwa ; lɨuwa,,,C,,,,
LX001639,ctn,lɨwa,n,luwa,,,C,,,,
LX001640,ctn,lɨʔwarek,n,,,,C,,,,
lo,ctn,lo,interj,la ; lau ; laʔ ; lla ; llu ; lou ; loũ ; loʔ ; lu ; lui ; luʔ ; lɨ,,,C/N,,,,
LX001641,ctn,lo,gm,,,probably related to Nep. ल ‘okay'.,C,,,,
LX001642,ctn,lo,adj,,,,E,,,,
LX001643,ctn,lo,vt,,loma,,B,,,,
-lo,ctn,-lo,gm,,,,C,,,,
lobh,ctn,lobh,n,lob,,,N,,,,
lobhi,ctn,lobhi,adj,lobi,,,N,,,,
lobhogbhogwa,ctn,lobhogbhogwa,interj,,,,C,,,,
lod,ctn,lod,n,lot,,,E,,,,
lodar,ctn,lodar,n,,,,N,,,,
lognemanche,ctn,lognemanche,n,,,logne 'husband' + manche 'person',N,,,,
loha,ctn,loha,n,,,,N,,,,
lohoi,ctn,lohoi,interj,hoi ; lahai ; lahei ; lahoi ; lai ; lauhai ; laʔhai ; lohai ; lohaĩ ; lohe ; lohei ; loheiʔ ; lohohoi ; lohoiʔ ; lohoĩ ; loi ; loiʔ ; lokho ; lokhoi ; loʔhoi ; loʔkhe ; loʔkhoi,,,C/N,,,,
lohojani,ctn,lohojani,n,lohajane ; lohajani,,,C/N,,,,
lohoro,ctn,lohoro,n,,,,N,,,,
LX001644,ctn,lohoruŋ,n,lohoroŋ ; lohoŋ,,,C,,,,
lohose,ctn,lohose,n,lose,,,C,,,,
lohota,ctn,lohota,n,,,,N,,,,
LX001645,ctn,loĩs,vt,lois ; loi,loĩma,*lon- ‘come out’ + -s [AUG]: ‘make come out’,C,,,loĩ ; lon,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001646,ctn,-loĩs,v2,-lois,,,C,This V2 seems to belong to a class which copies the valency of the stem they attach to.,,-loĩ ; -lon,S-NOM V-s(S); A-ERG P-NOM V-a(A).o(P)
lojani,ctn,lojani,n,,,,C/N,,,,
lok,ctn,lok,n,,,,N,,,,
LX001647,ctn,lok,vt,,lokma,,C,,,log,A-ERG P-NOM V-a(A).o(P)
LX001648,ctn,lok,n,,,,N,,,,
-lok,ctn,-lok,vi,,choĩma-lokma,,C,,,-log,
LX001649,ctn,-lok,gm,-loʔ ; -lo,,,C,,,,
lokatantra,ctn,lokatantra,n,loktantra,,,N,,,,
lokbhe,ctn,lokbhe,n,lokbhak,,,C,,,,
lokcakcak,ctn,lokcakcak,adv,,lokcakcakwa,,C,,,,
lokendra,ctn,lokendra,n,,,,C,,,,
lokkoko,ctn,lokkoko,adv,,lokkokowa,,C,precise meaning is unclear.,,,
lokkha,ctn,lokkha,n,,,,C,,,,
lokonti,ctn,lokonti,n,,,,N,,,,
lokpriya,ctn,lokpriya,adj,,,,N,,,,
loksewa,ctn,loksewa,n,,,,N,,,,
lokt,ctn,lokt,vi,,lokma,,C,,,lok,S-NOM(1) V-a(3s).o(S)
LX001650,ctn,lokt,vt,,lokma,,C,,,lok,A-ERG P-NOM(1) V-a(A).o(P)
lolempha,ctn,lolempha,n,lelempha,,,C,whether it is clan or subclan is not clear.,,,
LX001651,ctn,loleŋsi,n,,,,C,,,,
lollo,ctn,lollo,interj,lalla,,two times la 'okay',C/N,,,,
lond,ctn,lond,vi,loi,loĩma,,C,,,loĩ ; lon,S-NOM V-s(S)
LX001652,ctn,lond,vi,,loĩma,,C,,,loĩ ; lon,S-GEN poss(S)-EMO V-s(EMO); S-NOM poss(S)-EMO V-s(EMO)
-lond,ctn,-lond,v2,,,,C,,,-lon ; -loĩ,
lons,ctn,lons,vt,,lonma,,B,,,lon,
lont,ctn,lont,vi,,lonma,,B,,,lon,
-lont,ctn,-lont,v2,,,,B,,,-lon,
LX001653,ctn,loŋga,n,,,,B,,,,
LX001654,ctn,loŋgama,n,,,,N,,,,
LX001655,ctn,loŋka,n,laŋka,,,N,,,,
LX001656,ctn,loŋkali,n,,,,C,,ritual,,
LX001657,ctn,loŋloŋ,adv,yoŋyoŋ,loŋloŋwa,,C,Present meaning guessed based on corpus attestation,,,
LX001658,ctn,loŋloŋloŋ,adv,,loŋloŋloŋwa,"probably related to loŋs 'spread, grow'",C,precise meaning remains to be established,,,
LX001659,ctn,loŋs,vi,,loŋma,,C,,,loŋ,S-NOM(1) V-s(S)
LX001660,ctn,loŋs,vt,,loŋma,,C,,,loŋ,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001661,ctn,loŋs,vi,,loŋma,,C,,,loŋ,S-NOM(1) V-s(S)
LX001662,ctn,loŋs,vt,,loŋma,,C,,,loŋ,A-ERG P-NOM(1) V-a(A).o(P)
LX001663,ctn,loŋs,vt,,loŋma,,C,,,loŋ,A-ERG P-NOM V-a(A).o(P)
lop,ctn,lop,n,,,,N,,,,
lopcak,ctn,lopcak,adv,lopcaklopcak,,,C,,,,
lopmo,ctn,lopmo,adv,,,,C,,,,
lopopo,ctn,lopopo,adv,,,,C,semantics and morphology remains unclear.,,,
lopt,ctn,lopt,vt,,lopma,,C,difference to phɨpt- 'suck' remains to be established,,lop,A-ERG P-NOM V-a(A).o(P)
lorilori,ctn,lorilori,adv,,,,C,,,,
lorke,ctn,lorke,adj,,,,C,,,,
lota,ctn,lota,n,,,,N,,,,
lototo,ctn,lototo,adv,,lototowa,,C,,,,
lott,ctn,lott,vt,,loiʔma,,C,,,loʔ ; loiʔ ; loc ; los,A-ERG G-LOC T-NOM V-a(A).o(T)
LX001664,ctn,lott,vt,,loiʔma,"lott ""bring out for"" < *lott-t?",C,,,loʔ ; loiʔ ; loc ; los,A-ERG G-NOM T-NOM V-a(A).o(G)
-lott,ctn,-lott,v2,,,,C,difference to -loĩs yet unclear. Seems to belong to a class of V2 which copy the valency of the stem they attach to.,,-loʔ ; -loiʔ ; -loc ; -los,S-NOM V-s(S); A-ERG P-NOM V-a(A).o(P)
louja,ctn,louja,interj,luja ; lujja,,,C/N,,,,
loworo,ctn,loworo,n,,choworo loworo,,C,,ritual,,
LX001665,ctn,loʔwa,n,,,,C,,,,
lud,ctn,lud,vt,,luma,,C,,,lu,A-ERG G-NOM T-NOM V-a(A).o(G)
luga,ctn,luga,n,,,,N,,,,
LX001666,ctn,luĩ,n,luin ; lui,,,C,,,,
LX001667,ctn,luĩce,n,,,,N,,,,
LX001668,ctn,luiʔ,n,,,,C,,,,
luk,ctn,luk,vi,lu,lukma,,C,,,lug,S-NOM(1) V-s(S)
LX001669,ctn,luk,vt,luw,lukma,,C,,,lug,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001670,ctn,luk,vi,,luknu,,N,,,,
-luk,ctn,-luk,gm,,,"This marker looks as if it was etymologically related to Chintang -no(k). Bantawa normally uses -yaŋ in the same cases where Chintang has -no(k), so this might be a dialectal variant used in the Bantawa spoken in and around Chintang.",B,,,,
lukau,ctn,lukau,vt,,,,N,,,luka ; luk,
lukbha,ctn,lukbha,n,lubbha,,,C,,,,
luklukluk,ctn,luklukluk,adv,,lukluklukwa,,C,precise meaning remains to be established,,,
luklukpa,ctn,luklukpa,n,,,,C,,,,
lukt,ctn,lukt,vt,,lukma,,C,precise meaning remains to be established,,luk,
LX001671,ctn,lukt,vi,,lukma,,C,,,luk,S-NOM(1) V-s(S)
LX001672,ctn,lukt,vi,,lukma,,C,,,luk,S-NOM(1) V-s(S)
LX001673,ctn,lukt,vt,,lukma,,C,,,luk,A-ERG P-NOM(1) V-a(A).o(P)
LX001674,ctn,lukt,vt,,lukma,,C,,,luk,A-ERG G-NOM T-NOM V-a(A).o(G); A-ERG G-NOM T-ERG V-a(A).o(G)
LX001675,ctn,lukt,vt,,lukma,,C,,,luk,A-ERG P-NOM(1) V-a(A).o(P)
luktusi,ctn,luktusi,n,,,,C,,,,
LX001676,ctn,lukursiŋ,n,,,,C,,,,
lukha,ctn,lukha,n,,,,C/N,,,,
lumdhuk,ctn,lumdhuk,n,,,,C,,,,
lumma,ctn,lumma,adj,,,,C,,,,
lums,ctn,lums,vi,,lumma,,C,,,lum,S-NOM(1) V-s(S)
LX001677,ctn,lums,vt,,lumma,,C,,,lum,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
lund,ctn,lund,vi,,luĩma,,C,,,luĩ ; lun,S-NOM(1) V-s(S)
LX001678,ctn,lund,vt,,luĩma,,C,,,luĩ ; lun,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001679,ctn,luŋdhaŋ,n,,,,N,,,,
LX001680,ctn,luŋgin,n,,,,C/N,,,,
LX001681,ctn,luŋkucuiʔpa,n,luŋkicippa ; luŋkicikpa ; luŋkicikma,,,C,,,,
LX001682,ctn,luŋle,n,,,,C,relation to luŋlen 'a.place' remains to be established,,,
LX001683,ctn,luŋlen,n,luŋlei,,,N,,,,
LX001684,ctn,luŋmak,n,luŋma,,,C,"most corpus instances have मुटु, but there is one where definitely the organ and not an emotion is referred to and where the translation is कलेजो. In Yakkha the meaning of the word is कलेजो rather than मुटु , and मुटु is an erroneous translation based on the fact that the heart rather than the liver is viewed as the origin of human emotions in Nepali. The transcribers also suggested कलेजो, but this is also their translation for coʔwa, which they translate as 'heart' in another line in the same question file, so they are probably simply clueless. मुटु has been chosen as the final translation because it was in the community dictionary and because luŋmak is the only word that CAN be translated as 'heart' (meaning that if luŋmak wasn't 'heart' there wouldn't be a word for 'heart').",,,
LX001685,ctn,luŋs,vt,,luŋma,,C,,,luŋ,
LX001686,ctn,luŋs,vt,,luŋma,,C,precise meaning remains to be established,,luŋ,
LX001687,ctn,luŋtak,n,luŋ ; luŋgha ; luɳghe ; luŋghek ; luŋghekwa ; luŋghewa ; luŋgho ; luŋghok,,,C,,,,
lup,ctn,lup,n,,,,C,,,,
lupmi,ctn,lupmi,n,lummi ; luʔmi,,,C,,,,
lupt,ctn,lupt,vi,luʔ,lupma,,C,,,lup,S-NOM(1) V-s(S)
LX001688,ctn,lupt,vt,,lupma,,C,,,lup,A-ERG G-NOM T-NOM(1) V-a(A).o(G)
LX001689,ctn,lupt,vt,,lupma,,C,,,lup,A-ERG G-LOC T-NOM(1) V-a(A).o(T)
LX001690,ctn,lupt,vt,,lupma-seiʔma,,C,,,lup,
lure,ctn,lure,n,,,,N,final -e could be a nicknamer.,,,
lus,ctn,lus,vt,,luma,,B,,,lu,
LX001691,ctn,lus,vt,,luma,,C,,,lu,A-ERG P-NOM V-a(A).o(P)
LX001692,ctn,lus,vi,,luma,,C,,,lu,S-NOM V-s(S)
LX001693,ctn,lus,vi,,luma,,C,,,lu,S-NOM V-s(S)
LX001694,ctn,lus,vi,,luma,,C,,,lu,A-NOM P-NOM V-s(A)
LX001695,ctn,lus,vt,lus,,,C,,,lu,A-ERG G-NOM T-NOM V-a(A).o(G)
lut,ctn,lut,vt,,lutnu,,N,,,,
lute,ctn,lute,n,luture ; lutur,,,N,,,lut,
luto,ctn,luto,n,,,,N,,,,
lutt,ctn,lutt,vt,,luiʔma,,C,,,luʔ ; luiʔ ; luc ; lus,A-ERG P-NOM V-a(A).o(P)
LX001696,ctn,lutt,vt,,luiʔma,,C,,,luʔ ; luiʔ ; luc ; lus,A-ERG G-NOM T-NOM V-a(A).o(G)
LX001697,ctn,luʔli,n,lulli,,,C,,,,
LX001698,ctn,luʔlima,n,,,,C,,,,
lwamma,ctn,lwamma,adv,luwamm,,,N,,,luwamma ; lwamm,
lyandrobhar,ctn,lyandrobhar,n,landlebhar,,,E,,,,
lyaraklyarak,ctn,lyaraklyarak,adv,,,,N,,,,
lyau,ctn,lyau,vt,leu,lyaunu,,N,,,lya,
LX001699,ctn,lhɨkt,vi,lhɨg ; lɨkt,lhɨkma,,C,,,lhɨk,S-NOM V-s(S)
-m,ctn,-m,gm,,,,C,,,-mm,
ma,ctn,ma,n,mau ; mau,,,C,,,mma ; mmau,
LX001700,ctn,ma,vi,,mama,,C,,,mi ; miy,S-NOM V-s(S)
LX001701,ctn,ma,pro,mʌ ; mʌi,,,N,,,mai,
LX001702,ctn,ma,n,,,,N,,,,
ma-,ctn,ma-,gm,,,,C,,,,
-ma,ctn,-ma,gm,,,,C,,,-mma,
LX001703,ctn,-ma,gm,,,,C,,,,
LX001704,ctn,-ma,gm,,,,N,,,,
mabi,ctn,mabi,n,,,,N,,,,
mabiya,ctn,mabiya,n,,,,C/N,,,,
maca,ctn,maca,n,,,,C,,,,
maccau,ctn,maccau,vt,,maccaunu,,N,,,macca ; macc,
maccikne,ctn,maccikne,n,mac ; macci ; maccik ; maccɨk ; maccɨkne ; maccɨkni ; maci ; macikne ; macikni ; macɨkne,,,N,,abusive,,
maciya,ctn,maciya,n,,,,C,precise meaning remains to be established,ritual,,
macha,ctn,macha,n,,,,N,,,,
madal,ctn,madal,n,mandal,,,N,,,,
madale,ctn,madale,n,,,,N,final -e could be a nicknamer.,,,
madan,ctn,madan,n,madhan ; maden,,,N,,,,
madani,ctn,madani,n,,,,N,,,,
madap,ctn,madap,n,madhap ; madhab,,,C,,ritual,,
madar,ctn,madar,n,,,,E,,,,
madat,ctn,madat,n,maddat ; madad,,,N,,,,
maddibona,ctn,maddibona,n,,,,N,,,,
maddhe,ctn,maddhe,adv,madhye ; madhe,,,N,,,,
maddhem,ctn,maddhem,n,madhem,,,N,,,,
mades,ctn,mades,n,madhes,,,N,,,,
madese,ctn,madese,n,madesi,,,C/N,,,,
LX001705,ctn,madiyoŋma,n,,,,C,,,,
madum,ctn,madum,n,marum,,,C,,,,
maduwari,ctn,maduwari,n,,,,N,,,,
madhuro,ctn,madhuro,adj,,,,N,,,,
madhyalekh,ctn,madhyalekh,n,maddilekh,,,N,,,,
mag,ctn,mag,vt,mak,magnu,,N,,,,
LX001706,ctn,mag,n,maŋ,,,N,,,,
magar,ctn,magar,n,maŋgar,,,N,,,,
LX001707,ctn,magbihaŋma,n,,,,C,,,,
magghana,ctn,magghana,adv,makghana,,,C,,,,
magh,ctn,magh,n,mag ; mak,,,N,,,,
